Buyer,Seller,Transaction_Amount,Date,Time,Security,Price
Alice,Gauri,402577.92,07-08-2025,15:29:44,INFY,1163.52
Manoj,David,1014459.2,05-09-2025,19:19:29,META,2444.48
Manoj,David,317306.36,18-10-2025,17:55:03,AAPL,891.31
Varun,Kiran,1146294.24,19-10-2025,19:17:05,NVDA,2924.22
Frank,Eve,890034.33,02-09-2025,13:21:04,TCS,2880.37
Hannah,Gauri,378215,10-07-2025,15:31:45,ICICIBANK,1512.86
Lakshmi,Farhan,235489.78,12-09-2025,05:23:12,GOOGL,546.38
Alice,Kiran,301181.4,01-08-2025,04:59:22,TCS,713.7
Gauri,Frank,211845.76,05-06-2025,22:48:54,META,945.74
David,Ivy,11262.55,07-10-2025,15:59:31,MSFT,866.35
David,Arjun,580281.03,30-06-2025,21:54:28,RELIANCE,1315.83
Harish,Farhan,212595.18,12-08-2025,11:08:18,META,799.23
Jaya,Farhan,118141.24,26-11-2025,19:38:05,ADANIENT,444.14
Neha,Alice,400539.36,22-12-2025,19:22:30,TSLA,2567.56
Eve,Alice,37905.6,10-06-2025,05:12:03,ICICIBANK,947.64
Arjun,Bhavna,655761.49,18-11-2025,11:37:23,GOOGL,2367.37
Lakshmi,Chetan,622442.88,19-11-2025,14:58:00,SBIN,2161.26
Divya,Gauri,67668.25,02-09-2025,04:09:01,NVDA,2706.73
Jack,Divya,8799.67,21-10-2025,14:16:26,MSFT,799.97
Frank,Farhan,565091.1,14-07-2025,03:30:07,ADANIENT,2165.1
Arjun,David,9412.45,22-10-2025,05:11:37,HDFC,1882.49
Harish,Rohit,94893.5,13-10-2025,22:11:05,ICICIBANK,1459.9
Bob,Rohit,868939.05,01-10-2025,13:27:39,NFLX,2533.35
Gauri,David,134641.2,22-10-2025,05:06:29,ADANIENT,773.8
Lakshmi,Sneha,208284.06,13-10-2025,15:34:09,ICICIBANK,1946.58
Grace,Farhan,141688.8,09-12-2025,20:30:03,ICICIBANK,858.72
Frank,Divya,265214.74,05-08-2025,16:57:12,HDFC,1012.27
Grace,Hannah,299802.93,11-12-2025,16:43:52,NFLX,1862.13
Hannah,Divya,1003739.85,12-12-2025,16:08:02,HDFC,2478.37
Bob,Lakshmi,54166.05,24-07-2025,05:43:10,AAPL,1203.69
Ivy,David,603929.06,18-09-2025,08:21:21,INFY,2270.41
Bhavna,David,37426.41,04-06-2025,09:53:23,ICICIBANK,594.07
Sneha,David,636142.43,27-12-2025,09:20:05,INFY,2113.43
Frank,Jack,609607.6,03-12-2025,05:46:12,ICICIBANK,2177.17
Hannah,Alice,57609.3,05-06-2025,06:42:38,INFY,391.9
Rohit,Bob,888385.86,29-11-2025,01:50:12,NFLX,1816.74
Chetan,David,418987.92,01-08-2025,13:47:48,GOOGL,1342.91
Chetan,Arjun,359512.52,02-09-2025,07:25:38,SBIN,824.57
Charlie,Bhavna,542889.85,21-11-2025,20:27:18,AMZN,1503.85
Varun,Bob,29527.25,22-11-2025,22:35:03,NVDA,1181.09
Lakshmi,Rohit,244821.15,10-07-2025,07:32:41,GOOGL,1295.35
Divya,Eve,593333.8,30-07-2025,00:36:48,RELIANCE,1429.72
Arjun,Frank,724863.51,06-06-2025,23:27:12,TCS,1953.81
Charlie,Bob,21343.56,22-09-2025,05:57:37,NVDA,508.18
Hannah,Rohit,379229.9,14-12-2025,00:27:56,RELIANCE,1763.86
Bhavna,Alice,997728.75,22-12-2025,17:15:47,TSLA,2660.61
Divya,Jaya,38996.1,07-06-2025,05:23:25,RELIANCE,131.3
Bob,Arjun,23417.28,14-10-2025,09:35:15,TSLA,975.72
Varun,Lakshmi,293629.41,06-11-2025,16:51:48,NVDA,881.77
Varun,Bhavna,887904.5,23-12-2025,08:31:46,HDFC,1812.05
Arjun,Ivy,17987.12,16-10-2025,18:02:04,MSFT,119.12
Ivy,Sneha,220920,24-07-2025,08:01:06,NFLX,2104
Divya,Neha,41811.14,10-12-2025,03:18:27,META,2986.51
Varun,Bob,27906.14,20-08-2025,10:11:29,TCS,324.49
Chetan,Gauri,312245.28,11-12-2025,21:42:16,MSFT,1927.44
Hannah,Sneha,373780.87,10-12-2025,04:11:42,AMZN,2475.37
Frank,Lakshmi,1103771.97,21-11-2025,03:18:40,META,2609.39
Eve,Harish,737622.88,27-06-2025,21:07:01,AAPL,1624.72
Ivy,Gauri,74423.68,31-08-2025,05:39:09,AMZN,2325.74
Varun,Frank,1170.1,24-07-2025,20:23:15,ADANIENT,585.05
Sneha,Arjun,182082.18,19-12-2025,18:29:40,AAPL,703.02
Sneha,Varun,639823.38,04-08-2025,19:09:53,INFY,2176.27
Charlie,Bhavna,328633.2,25-08-2025,05:40:47,TCS,912.87
Bhavna,Alice,102440.55,15-12-2025,00:49:16,ADANIENT,499.71
David,Farhan,405870.12,30-08-2025,15:39:18,MSFT,2585.16
Farhan,Rohit,463214.4,17-07-2025,16:17:38,INFY,1754.6
Varun,David,28056.24,01-07-2025,02:01:00,MSFT,129.89
Gauri,Manoj,1039956.4,22-06-2025,16:05:43,INFY,2652.95
Gauri,Sneha,192921.65,12-11-2025,22:25:52,GOOGL,632.53
Grace,Lakshmi,20844.72,28-10-2025,20:28:44,MSFT,613.08
Gauri,David,337045.56,02-06-2025,01:12:58,NFLX,2956.54
Bhavna,Lakshmi,776552,09-06-2025,01:57:55,INFY,2218.72
Kiran,Alice,293368.79,22-08-2025,08:07:30,SBIN,620.23
Lakshmi,Farhan,488122.92,28-09-2025,02:13:51,TSLA,2854.52
David,Manoj,643540.24,08-09-2025,11:47:12,AMZN,1507.12
Arjun,Rohit,1383945.96,02-09-2025,18:34:20,RELIANCE,2889.24
Frank,Jaya,525094.95,17-12-2025,12:04:32,INFY,1082.67
Alice,Grace,275592.1,08-07-2025,04:51:48,META,1621.13
Bob,Alice,170238.72,01-06-2025,18:21:11,NFLX,659.84
Frank,Divya,370996.56,26-06-2025,20:50:21,SBIN,1873.72
Rohit,Bob,1224216.78,25-07-2025,06:33:46,AMZN,2738.74
Bob,Jack,51537.75,03-10-2025,11:55:28,AMZN,937.05
Divya,Jaya,561111.2,03-06-2025,16:40:20,INFY,2158.12
Hannah,Neha,116200.26,07-09-2025,01:07:28,NFLX,1173.74
Chetan,Gauri,748657.04,25-08-2025,02:22:34,RELIANCE,1603.12
Sneha,Jaya,63486.08,28-12-2025,00:59:15,NFLX,991.97
Jack,Varun,285009.62,19-06-2025,18:32:19,AAPL,2688.77
Bhavna,Farhan,321176.28,09-09-2025,20:32:52,NFLX,2170.11
Jaya,Bob,39850.6,22-08-2025,04:15:23,TSLA,524.35
Charlie,Manoj,518962.4,28-10-2025,05:14:18,SBIN,1526.36
Bhavna,Chetan,306083.3,26-06-2025,10:09:53,AAPL,1800.49
Grace,Sneha,115972.24,28-12-2025,11:52:33,ICICIBANK,1870.52
Harish,Lakshmi,300892.86,08-12-2025,08:37:54,NFLX,1966.62
Chetan,Harish,71184.12,30-09-2025,20:01:55,TSLA,428.82
Hannah,Charlie,167506.95,04-11-2025,18:40:06,HDFC,1027.65
Bob,Varun,488286.27,25-11-2025,13:28:03,HDFC,1750.13
Kiran,Rohit,121662.84,19-09-2025,23:47:57,NFLX,1559.78
Varun,Charlie,1262524.55,09-12-2025,17:01:02,HDFC,2691.95
Neha,Ivy,14352.78,28-11-2025,15:08:25,INFY,184.01
Varun,Chetan,20448.81,21-06-2025,18:47:55,GOOGL,346.59
Bob,Kiran,51479.41,30-10-2025,03:07:43,NFLX,455.57
Frank,Bhavna,101050.98,22-08-2025,10:58:58,RELIANCE,461.42
Ivy,David,175006.53,18-11-2025,10:07:33,ADANIENT,366.89
Divya,Neha,705979.98,16-06-2025,21:27:17,TSLA,2120.06
Arjun,Rohit,298609.92,31-12-2025,14:42:00,TSLA,1777.44
Manoj,Varun,118741.38,16-11-2025,17:43:52,RELIANCE,648.86
Arjun,Grace,1092341.8,25-06-2025,06:58:29,GOOGL,2920.7
Chetan,Arjun,500558.88,11-12-2025,10:41:35,MSFT,1226.86
Arjun,Chetan,454420.4,15-11-2025,22:54:56,GOOGL,1622.93
Bhavna,Farhan,91447.56,27-09-2025,06:03:44,GOOGL,2540.21
Farhan,Arjun,481860.51,07-10-2025,23:54:16,AMZN,1172.41
Hannah,Neha,1144299.2,28-11-2025,00:05:29,TCS,2896.96
Hannah,Farhan,384275.76,28-11-2025,21:05:41,INFY,2725.36
Bob,Chetan,92055.69,17-10-2025,22:06:09,GOOGL,713.61
Arjun,Bob,359772.21,02-11-2025,12:24:37,GOOGL,744.87
Grace,Charlie,1061470.76,08-06-2025,19:02:51,HDFC,2485.88
Grace,Eve,242934.54,29-10-2025,12:28:19,RELIANCE,877.02
Ivy,Neha,653065.08,01-12-2025,12:18:46,NVDA,1624.54
Chetan,Divya,170456.4,14-10-2025,18:26:23,INFY,473.49
Jack,Farhan,114324.84,28-12-2025,17:38:47,MSFT,2722.02
Jack,Eve,276487.4,23-08-2025,07:18:50,HDFC,776.65
Ivy,Neha,469610,05-08-2025,01:59:04,AAPL,1555
Bob,Chetan,288873.34,13-08-2025,21:08:57,HDFC,1102.57
Divya,Rohit,351631.14,26-09-2025,15:40:44,NVDA,735.63
Jaya,Kiran,615622.4,28-06-2025,17:57:41,MSFT,2863.36
Arjun,Alice,408130.14,07-11-2025,20:13:04,NFLX,2894.54
Jack,Manoj,39572,15-09-2025,05:19:29,NFLX,608.8
Alice,Jaya,1359740.1,16-10-2025,03:56:12,NFLX,2868.65
Bob,Arjun,976843.67,27-12-2025,13:07:18,GOOGL,2255.99
Ivy,Hannah,207513.6,05-07-2025,23:40:14,SBIN,1852.8
Manoj,Bhavna,175536.48,19-12-2025,20:53:28,AMZN,2089.72
Gauri,Arjun,406155,17-07-2025,00:10:27,AAPL,812.31
Manoj,Kiran,598801.5,21-11-2025,16:00:56,META,1814.55
Manoj,Farhan,397039.64,28-10-2025,01:39:43,ICICIBANK,1105.96
Arjun,Varun,201354.02,12-12-2025,00:23:33,ICICIBANK,1706.39
Varun,David,774586.04,07-10-2025,10:11:57,ICICIBANK,1736.74
Jack,Kiran,728762.88,06-11-2025,00:29:06,AMZN,2938.56
Arjun,Frank,689616.4,10-08-2025,05:03:19,NFLX,2361.7
Charlie,Arjun,379067.13,03-10-2025,13:39:42,HDFC,2384.07
Harish,Arjun,381444,13-10-2025,19:02:59,TSLA,1338.4
Frank,Gauri,485064.93,23-07-2025,11:18:05,INFY,1430.87
Kiran,Jack,182150.08,03-10-2025,05:08:19,NFLX,813.17
Frank,Neha,383817.6,15-09-2025,21:08:39,RELIANCE,799.62
Bob,Grace,146863.23,01-06-2025,18:45:44,RELIANCE,1194.01
Gauri,Sneha,355623.24,02-08-2025,17:55:18,AMZN,750.26
Divya,Rohit,868272.49,26-07-2025,20:11:39,ADANIENT,2267.03
Lakshmi,Neha,68881.38,25-06-2025,08:21:44,META,1187.61
David,Sneha,1015826.63,20-09-2025,18:27:35,ADANIENT,2194.01
Varun,Ivy,231574.2,30-11-2025,01:42:31,INFY,539.8
David,Bob,514129.8,27-09-2025,09:36:42,AAPL,1157.95
Frank,Sneha,183273.94,03-11-2025,00:00:06,GOOGL,1124.38
Sneha,Eve,64094.4,24-07-2025,08:46:07,MSFT,133.53
Kiran,Harish,1187901.45,08-08-2025,20:46:13,HDFC,2933.09
Sneha,Alice,1331416.83,29-07-2025,12:54:31,AAPL,2939.11
Eve,Jack,332901.58,07-08-2025,08:22:14,AAPL,817.94
Rohit,Harish,23703.64,22-10-2025,22:58:14,GOOGL,1247.56
Ivy,Rohit,10529.4,30-11-2025,21:06:15,MSFT,2632.35
Hannah,Eve,2418.94,10-06-2025,22:35:24,META,1209.47
Neha,Varun,25915.12,19-07-2025,06:38:01,ADANIENT,1177.96
Chetan,Charlie,683568.6,29-08-2025,18:23:45,ADANIENT,1837.55
Divya,Ivy,6792.66,16-09-2025,08:29:47,NVDA,377.37
Divya,Charlie,609775.46,24-06-2025,21:20:07,HDFC,1501.91
Gauri,Divya,871849.77,08-08-2025,07:56:14,TCS,2401.79
Rohit,Lakshmi,314153.4,20-09-2025,02:36:00,INFY,2855.94
Charlie,Farhan,172618.25,01-07-2025,10:03:37,INFY,986.39
Arjun,David,120698.27,18-09-2025,08:23:56,TCS,1567.51
Ivy,Jaya,116987.61,21-08-2025,22:44:24,RELIANCE,534.19
Farhan,Harish,16327.08,29-07-2025,14:27:24,TSLA,164.92
Rohit,Grace,920601.78,25-07-2025,13:22:02,RELIANCE,2229.06
Neha,Bob,76224,18-06-2025,17:55:32,AAPL,397
Jack,Bhavna,106606.24,27-06-2025,06:03:24,AMZN,222.56
Rohit,Charlie,866291.7,31-10-2025,18:01:01,MSFT,2399.7
Ivy,Arjun,455444.5,16-08-2025,06:36:20,ICICIBANK,2602.54
Hannah,Harish,232061,25-11-2025,14:51:40,NFLX,2320.61
Chetan,Ivy,300442.24,24-06-2025,06:58:36,MSFT,754.88
Alice,Rohit,139346.19,07-10-2025,10:35:07,TSLA,814.89
Eve,Harish,757476.48,31-12-2025,22:16:37,MSFT,1937.28
Jaya,Rohit,26366.76,22-07-2025,13:26:17,SBIN,1255.56
Divya,Lakshmi,293836.4,09-09-2025,00:27:11,MSFT,607.1
Charlie,Manoj,1030350.18,16-09-2025,05:38:25,NFLX,2187.58
Grace,Alice,114945.06,13-11-2025,08:17:41,ADANIENT,2016.58
Charlie,Ivy,138668.15,02-12-2025,19:39:26,ICICIBANK,1631.39
Divya,Neha,29261.52,30-08-2025,10:04:14,NVDA,106.02
Neha,Grace,64642.95,24-06-2025,03:01:22,MSFT,1436.51
Gauri,Jack,283557.88,30-09-2025,13:33:19,MSFT,740.36
Divya,Eve,12522.05,08-06-2025,17:21:20,AAPL,2504.41
Charlie,Jack,323775.48,25-12-2025,02:49:20,ADANIENT,2296.28
Kiran,Harish,550763.44,28-09-2025,08:24:45,MSFT,1534.16
Grace,Charlie,225613.38,23-11-2025,22:01:46,HDFC,1849.29
Bhavna,David,329478.93,30-12-2025,01:37:55,HDFC,1504.47
Lakshmi,Harish,594944.8,15-10-2025,20:59:11,TCS,1582.3
Harish,Lakshmi,1063140.5,23-12-2025,07:44:11,ADANIENT,2219.5
Arjun,Kiran,254283.68,07-09-2025,20:09:02,NVDA,2857.12
Hannah,Bhavna,135840.9,24-06-2025,09:49:07,TSLA,445.38
Kiran,Sneha,516563.52,08-06-2025,22:28:25,ADANIENT,2935.02
Lakshmi,Charlie,431846.74,19-09-2025,07:36:40,SBIN,1648.27
Neha,David,568795.2,26-12-2025,07:23:34,AAPL,2369.98
Harish,Jack,430535.16,16-10-2025,05:00:27,ADANIENT,1039.94
Jaya,Kiran,1020132.75,09-07-2025,22:40:10,RELIANCE,2242.05
Divya,Frank,405342.07,24-11-2025,15:05:16,AMZN,2916.13
Sneha,Jaya,1258942.2,09-08-2025,03:15:49,RELIANCE,2894.12
Eve,Kiran,18935.02,25-09-2025,07:20:51,NVDA,728.27
Hannah,Grace,774704.08,21-10-2025,17:02:30,HDFC,1996.66
Grace,Sneha,202376.16,23-09-2025,11:17:59,SBIN,744.03
Neha,Manoj,6118.8,13-07-2025,03:46:00,HDFC,509.9
Jaya,Alice,174228.92,04-09-2025,13:46:56,SBIN,2562.19
Bob,Farhan,66340.98,03-07-2025,03:05:34,NFLX,1143.81
Manoj,Alice,262412.1,08-12-2025,19:47:09,SBIN,2915.69
Jack,Farhan,646031.34,16-06-2025,16:24:38,NFLX,2703.06
Neha,Grace,195673.22,01-06-2025,14:20:35,NVDA,949.87
Eve,Grace,325779,10-11-2025,05:09:28,GOOGL,2883
Gauri,Frank,222400.69,16-08-2025,15:10:44,SBIN,845.63
Grace,Ivy,757434.24,15-07-2025,19:36:30,INFY,2629.98
Arjun,Kiran,666900.3,08-12-2025,06:55:11,TSLA,2020.91
Gauri,Harish,66645.26,13-12-2025,21:47:55,AMZN,2897.62
Bhavna,Harish,107389.56,21-08-2025,21:25:36,HDFC,309.48
Charlie,Bob,8902.5,24-08-2025,07:18:31,TCS,296.75
Charlie,Arjun,564480.51,21-09-2025,03:30:05,MSFT,2266.99
Arjun,Ivy,159800.9,05-12-2025,21:59:12,AAPL,371.63
Divya,Varun,171911.04,17-12-2025,13:57:59,NFLX,767.46
Harish,Jack,614316.23,21-07-2025,16:00:21,AMZN,2549.03
Alice,Eve,39376.8,20-10-2025,06:11:12,TSLA,273.45
Divya,Arjun,909816.54,25-06-2025,12:27:33,HDFC,2338.86
Neha,Hannah,265512.26,06-12-2025,20:43:45,SBIN,2176.33
Gauri,Bob,155804.48,03-09-2025,12:15:51,META,2996.24
David,Jaya,335058.24,14-09-2025,22:54:21,INFY,2538.32
Varun,Alice,6409.26,12-11-2025,04:25:54,GOOGL,2136.42
Jaya,Charlie,206109.75,10-09-2025,12:23:50,HDFC,1177.77
Divya,Lakshmi,9952.47,20-09-2025,21:39:39,TCS,301.59
Bob,Chetan,557288.1,11-12-2025,13:04:37,HDFC,1376.02
Farhan,Gauri,110372.84,11-09-2025,01:38:34,SBIN,571.88
Alice,Chetan,404934.8,14-07-2025,05:37:32,GOOGL,2913.2
Rohit,Harish,135419.2,22-11-2025,10:59:11,GOOGL,967.28
Jaya,Neha,626690.78,19-09-2025,23:30:51,META,2689.66
Arjun,Grace,273333.8,13-06-2025,02:50:25,META,1846.85
Lakshmi,Arjun,53933.52,13-08-2025,08:03:19,ADANIENT,1586.28
Eve,Jaya,899353.6,10-12-2025,21:35:38,GOOGL,2810.48
Jack,Bhavna,887656.26,06-07-2025,06:51:57,META,1955.19
Bob,Lakshmi,322300.23,14-08-2025,16:38:44,HDFC,807.77
Hannah,Arjun,387048,23-08-2025,21:02:44,RELIANCE,1290.16
Harish,Ivy,623878.47,15-08-2025,04:10:20,RELIANCE,2677.59
David,Arjun,858049.92,29-06-2025,03:50:23,RELIANCE,1915.29
Kiran,Varun,53069.94,30-12-2025,14:37:54,GOOGL,268.03
Manoj,Charlie,699316.2,14-09-2025,10:03:36,NVDA,2119.14
Varun,Neha,1140291.2,14-06-2025,10:26:13,AMZN,2651.84
Sneha,Frank,77847.84,15-06-2025,04:06:45,HDFC,617.84
Manoj,Neha,20059.62,30-09-2025,11:19:55,MSFT,955.22
Harish,Bob,464674.6,17-12-2025,23:25:46,META,1787.21
Gauri,Varun,543675.96,30-09-2025,05:14:04,INFY,2732.04
Charlie,Farhan,733685.64,28-08-2025,22:38:49,NVDA,1900.74
Arjun,Manoj,20822.1,22-08-2025,08:06:27,MSFT,1601.7
Hannah,Eve,180823.92,21-09-2025,17:18:12,MSFT,412.84
Kiran,Bhavna,764905.32,06-09-2025,18:14:25,AAPL,1981.62
Sneha,Kiran,1245458.11,07-12-2025,11:43:59,HDFC,2589.31
Rohit,Charlie,442835.12,24-06-2025,21:48:17,MSFT,1072.24
Grace,Rohit,2410.83,13-11-2025,14:45:02,RELIANCE,2410.83
Rohit,Harish,526104,24-07-2025,16:49:44,HDFC,1096.05
Sneha,Bhavna,123359.36,16-09-2025,18:22:43,AMZN,1927.49
Sneha,Harish,132583.95,21-07-2025,23:58:44,TCS,716.67
Arjun,Manoj,889031.88,25-11-2025,18:55:26,AAPL,2245.03
Alice,Rohit,115150.42,22-11-2025,06:21:49,INFY,2503.27
Grace,Kiran,284921.9,29-08-2025,21:26:57,TSLA,943.45
Neha,Farhan,13896.36,28-07-2025,08:48:13,AAPL,2316.06
Hannah,Manoj,69315.1,20-09-2025,21:54:25,TSLA,1506.85
Jaya,Chetan,405632.48,17-09-2025,15:43:07,GOOGL,2304.73
Grace,David,102331.4,29-12-2025,08:38:16,AAPL,237.98
Bhavna,Jaya,398527.28,29-11-2025,22:55:48,NVDA,2621.89
Manoj,Kiran,232917.44,11-06-2025,09:20:01,ADANIENT,1039.81
Chetan,Jack,321460.44,06-06-2025,14:10:04,AMZN,2172.03
Lakshmi,Frank,48029.52,30-06-2025,16:14:57,AAPL,311.88
Jack,Varun,174090.12,15-07-2025,05:38:02,TSLA,2598.36
Harish,Frank,18932.83,25-08-2025,22:50:31,META,2704.69
Frank,Varun,11582.4,01-06-2025,13:52:30,NFLX,965.2
Ivy,Neha,265436.91,17-12-2025,22:04:04,HDFC,648.99
Jaya,Farhan,932691.78,06-12-2025,16:42:01,RELIANCE,2280.42
Chetan,Harish,67126.4,30-06-2025,16:10:15,TSLA,152.56
Charlie,Lakshmi,129620.85,25-06-2025,02:51:34,INFY,1364.43
Frank,Bob,481377.12,08-06-2025,08:46:45,NFLX,2989.92
Manoj,Eve,1032500.29,14-09-2025,09:42:42,TSLA,2924.93
Ivy,Manoj,26181.9,21-07-2025,19:40:19,INFY,2909.1
Jaya,Manoj,8386.82,04-10-2025,20:23:23,NFLX,645.14
Bob,Bhavna,512846.11,17-10-2025,06:03:03,HDFC,1851.43
Manoj,Alice,86890.1,21-07-2025,07:24:30,AMZN,183.7
Kiran,Varun,852659.01,12-06-2025,15:02:20,RELIANCE,2136.99
Varun,Manoj,289941.12,07-09-2025,01:27:30,HDFC,710.64
Gauri,Bob,576510.07,05-08-2025,04:33:50,AAPL,1261.51
Sneha,Manoj,328673.8,26-07-2025,02:37:13,TSLA,902.95
Charlie,Divya,159825.84,13-08-2025,12:33:11,SBIN,391.73
Arjun,Eve,329816.32,27-10-2025,10:27:20,ADANIENT,843.52
Manoj,Rohit,502981.05,14-09-2025,09:29:31,MSFT,1279.85
David,Lakshmi,208171.86,11-07-2025,16:02:32,AAPL,552.18
David,Manoj,535606.72,02-11-2025,09:45:44,HDFC,2269.52
Arjun,Chetan,109231.03,20-12-2025,12:23:09,NVDA,2952.19
Lakshmi,Neha,1376861.64,12-06-2025,14:44:08,HDFC,2980.22
Chetan,David,205870.68,10-07-2025,12:08:12,META,1906.21
Harish,Kiran,167397.6,01-08-2025,22:36:15,MSFT,2202.6
Charlie,Farhan,711989.75,30-10-2025,12:30:17,GOOGL,1675.27
Charlie,Hannah,52352.16,29-09-2025,01:56:18,RELIANCE,155.81
Bhavna,Lakshmi,255334.56,03-08-2025,19:15:42,INFY,677.28
Sneha,Manoj,958323.98,03-10-2025,15:45:46,MSFT,1951.78
Lakshmi,Varun,544891.82,17-10-2025,10:13:09,ADANIENT,2913.86
Jack,Hannah,136044.54,24-09-2025,00:35:21,ADANIENT,1333.77
Lakshmi,Alice,622952.32,20-09-2025,20:47:58,RELIANCE,2368.64
Bob,Chetan,15797.32,03-09-2025,14:02:35,TSLA,205.16
Farhan,Grace,361311.84,28-06-2025,13:13:53,TSLA,1486.88
Chetan,Bhavna,195429.78,22-06-2025,21:44:09,ICICIBANK,2147.58
Neha,Manoj,90730.02,27-12-2025,18:55:14,ICICIBANK,889.51
Sneha,Rohit,489783,21-08-2025,10:26:37,AMZN,1743
Farhan,Neha,3720.78,11-08-2025,19:29:46,AAPL,265.77
Kiran,Gauri,1126459.27,08-06-2025,12:43:29,ADANIENT,2577.71
Rohit,Ivy,139288.05,10-06-2025,20:50:18,SBIN,488.73
Ivy,Eve,735201.2,24-10-2025,14:16:59,NVDA,1934.74
Alice,Hannah,53333,31-10-2025,05:43:34,TSLA,133
Ivy,Chetan,667237.76,03-12-2025,08:11:10,HDFC,1401.76
Bob,Ivy,108519.4,05-10-2025,00:19:06,GOOGL,253.55
David,Rohit,333175.61,07-12-2025,11:32:37,AMZN,2623.43
Gauri,Arjun,641138.8,10-11-2025,20:11:28,SBIN,1393.78
Neha,Kiran,455867.81,13-11-2025,13:18:12,INFY,1087.99
Manoj,David,542414.52,20-12-2025,08:31:09,SBIN,1658.76
Lakshmi,Kiran,442721.28,14-10-2025,09:10:00,AAPL,1152.92
Hannah,Charlie,175906.71,17-10-2025,08:43:48,INFY,1891.47
Farhan,Charlie,389695.04,04-06-2025,08:59:23,NFLX,839.86
Lakshmi,Rohit,110861.25,11-07-2025,17:24:18,GOOGL,2173.75
Jaya,Varun,202753.5,01-06-2025,20:15:53,TSLA,699.15
Arjun,Bob,239105.85,23-10-2025,01:33:12,HDFC,937.67
Bob,Frank,166799.88,29-06-2025,23:28:51,GOOGL,1069.23
Kiran,Jack,1413243.51,10-08-2025,12:43:40,RELIANCE,2925.97
Manoj,Divya,14365.5,15-08-2025,17:51:07,GOOGL,574.62
Grace,Lakshmi,482852.48,14-12-2025,05:05:56,RELIANCE,1371.74
Jaya,Farhan,978027,27-11-2025,03:04:39,RELIANCE,2159
Alice,Lakshmi,2158.8,08-08-2025,15:23:18,RELIANCE,143.92
Jack,Bhavna,856052.82,02-09-2025,01:51:41,MSFT,1794.66
Charlie,Kiran,305885.16,27-06-2025,17:18:55,NFLX,2427.66
Neha,Arjun,1577.4,03-11-2025,22:38:46,RELIANCE,143.4
Sneha,Divya,91464.48,28-08-2025,03:45:32,META,2540.68
Harish,Alice,923772.08,11-10-2025,20:12:09,RELIANCE,1908.62
Ivy,David,746821.68,14-06-2025,01:09:48,RELIANCE,1543.02
Farhan,Gauri,760537.32,23-06-2025,20:05:02,ICICIBANK,1740.36
Manoj,Gauri,177697.6,22-09-2025,18:19:59,MSFT,2090.56
Arjun,Grace,1070931.9,08-10-2025,17:27:31,ICICIBANK,2934.06
Charlie,Ivy,177265.79,25-11-2025,08:22:11,SBIN,1048.91
Lakshmi,Rohit,876482.85,07-08-2025,23:07:07,SBIN,2540.53
Harish,Frank,77203,21-11-2025,01:40:09,META,441.16
Sneha,Charlie,573887.21,29-12-2025,19:09:57,MSFT,2323.43
Hannah,Jaya,332799.42,08-09-2025,09:24:07,AMZN,953.58
Grace,Gauri,8195.05,28-06-2025,17:44:53,RELIANCE,1639.01
Ivy,Sneha,61995.78,05-07-2025,16:30:15,TSLA,313.11
Alice,Manoj,191634.88,09-07-2025,13:19:34,GOOGL,704.54
Varun,Ivy,6636.36,29-07-2025,22:45:20,TSLA,114.42
Gauri,Ivy,222397.56,26-10-2025,09:35:37,TSLA,522.06
Farhan,David,58166.24,29-11-2025,13:32:09,HDFC,1321.96
Rohit,Kiran,47969.28,11-08-2025,01:45:16,AAPL,111.04
Bhavna,Alice,498616.72,27-09-2025,20:50:10,RELIANCE,2456.24
Ivy,Arjun,1330705.74,30-08-2025,02:13:02,HDFC,2766.54
Alice,Eve,15462.92,11-10-2025,02:08:12,MSFT,1405.72
Manoj,Frank,229287.69,22-09-2025,09:55:10,NVDA,892.17
Ivy,Chetan,861908.1,14-09-2025,08:23:34,ADANIENT,2753.7
Chetan,David,279221.36,14-06-2025,06:20:27,AAPL,811.69
Jack,Bhavna,191315.56,11-08-2025,09:41:12,MSFT,529.96
Manoj,Frank,676774.4,07-07-2025,08:36:22,ICICIBANK,2286.4
Jaya,Hannah,144265.25,01-06-2025,21:55:11,TSLA,415.75
Neha,Kiran,15016.2,07-06-2025,15:16:26,AAPL,172.6
Kiran,Charlie,160650.4,08-10-2025,04:48:35,NVDA,698.48
Bob,Frank,279200.52,25-10-2025,23:39:22,NVDA,1368.63
Bob,Sneha,385119.02,03-11-2025,05:16:13,INFY,1742.62
Varun,Frank,978955.5,06-07-2025,23:36:02,GOOGL,2199.9
Frank,Neha,98669.04,11-10-2025,19:48:13,NVDA,232.71
Divya,Bob,21821.1,18-06-2025,22:14:27,SBIN,519.55
Jaya,David,1113702.72,03-11-2025,00:35:44,AMZN,2677.17
Arjun,David,46469.15,05-06-2025,05:32:40,NVDA,102.13
Alice,Grace,141950.43,01-06-2025,18:09:40,TSLA,2678.31
Jaya,Lakshmi,739918.2,06-08-2025,06:27:13,GOOGL,1761.71
Harish,Sneha,709920.3,30-08-2025,04:36:43,TCS,2590.95
Gauri,Kiran,379922.4,18-11-2025,05:17:12,ICICIBANK,1172.6
Charlie,Neha,291099.2,19-07-2025,22:47:17,INFY,2599.1
Jaya,Harish,353631.17,01-11-2025,15:18:00,ADANIENT,773.81
